2.77,31.45,10.51,2.91,7.77,10.98,0.871,0.059,1
2.81,31.4,10.51,2.91,7.77,11.12,0.871,0.059,1
2.83,31.49,10.53,2.91,7.78,10.99,0.871,0.059,1
2.86,31.54,10.53,2.91,7.78,11.02,0.871,0.059,1
2.87,31.55,10.54,2.91,7.78,11.16,0.871,0.059,1
2.86,31.55,10.54,2.91,7.78,11.23,0.871,0.059,1
2.85,31.53,10.54,2.91,7.79,11.26,0.871,0.059,1
2.83,31.59,10.57,2.91,7.79,11.22,0.871,0.059,1
2.8,31.72,10.58,2.91,7.8,11.27,0.871,0.059,1
2.69,31.93,10.66,2.91,7.81,11.3,0.871,0.059,1
2.68,32.12,10.69,2.91,7.82,11.35,0.871,0.059,1
2.73,32.12,10.7,3.19,7.82,11.34,1.073,0.063,1
2.78,32.12,10.7,3.19,7.81,11.44,1.073,0.063,1
2.79,32.12,10.69,3.19,7.81,11.51,1.073,0.063,1
2.82,32.1,10.7,3.19,7.81,11.44,1.073,0.063,1
2.86,32.1,10.7,3.19,7.81,11.55,1.073,0.063,1
2.9,32.1,10.7,3.19,7.81,11.61,1.073,0.063,1
2.86,32.06,10.69,3.19,7.8,11.59,1.073,0.063,1
2.78,32.06,10.68,3.19,7.8,11.65,1.073,0.063,1
2.68,32.06,10.67,3.19,7.8,12.21,1.073,0.063,1
2.6,32,10.65,3.19,7.79,11.56,1.073,0.063,1
2.54,31.91,10.64,3.19,7.79,11.53,1.073,0.063,1
2.45,31.85,10.64,3.19,7.79,11.39,1.073,0.063,1
2.57,31.88,10.66,2.89,7.79,11.55,1.203,0.064,1
2.53,31.83,10.66,2.89,7.78,11.59,1.203,0.064,1
2.53,31.78,10.65,2.89,7.78,11.59,1.203,0.064,1
2.42,31.64,10.63,2.89,7.77,11.55,1.203,0.064,1
2.44,31.63,10.62,2.89,7.77,11.69,1.203,0.064,1
2.5,31.64,10.63,2.89,7.77,11.68,1.203,0.064,1
2.47,31.81,10.61,2.89,7.77,11.99,1.203,0.064,1
2.32,31.42,10.6,2.89,7.76,11.49,1.203,0.064,1
